Title,Price (€),Square Meters,Number of Rooms,City,Municipality,Neighborhood,Street,Floor,Number of Floors,Advertiser Type,Date Posted,Link
"Kalemegdan, 150m2 + garažno mesto",2200,150,5,Beograd,Opština Stari grad,Kalemegdan,Gospodar Jovanova,VI,7,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalemegdan-150m2-garazno-mesto/5425646885606?kid=1
"Voždovac, Vojvode Stepe",400,37,1.5,Beograd,Opština Voždovac,FON - Bilećka,Vojvode Stepe,I,7,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac-vojvode-stepe/5425646884551?kid=1
"BW Kula, moderan, sa garažom ID#1233",4000,60,2,Beograd,Opština Savski venac,Beograd na vodi,Nikolaja Kravcova,XXX,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-kula-moderan-sa-garazom-id1233/5425646885601?kid=1
"Prizemlje sa baštom, idealno za poslovni prostor I",1200,33,0.5,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,PR,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/prizemlje-sa-bastom-idealno-za-poslovni-prost/5425646885600?kid=1
"Kalemegdan, Lux 4.0 , panoramski pogled",3000,141,4,Beograd,Opština Stari grad,Kalemegdan,,I,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalemegdan-lux-4-0-panoramski-pogled/5425646885599?kid=1
"Gundulićev venac, lux, garžaa, ID 25316",2000,107,3,Beograd,Opština Stari grad,Gundulićev venac,Venizelosova,VI,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/gundulicev-venac-lux-garzaa-id-25316/5425646752598?kid=1
Garsonjera u Vinci,170,30,1,Beograd,Opština Grocka,Vinča,Beogradska,PR,1,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/garsonjera-u-vinci/5425646407489?kid=1
Centar - Vukov spomenik #60014,300,32,1,Beograd,Opština Vračar,Kalenić pijaca,Niska,PR,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---vukov-spomenik-60014/5425646881956?kid=1
Centar - Zvezdara djeram #66433,600,60,2,Beograd,Opština Zvezdara,Đeram pijaca,Mariborska,II,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---zvezdara-djeram-66433/5425646881957?kid=1
Širi centar - Banovo brdo #66438,350,30,1,Beograd,Opština Čukarica,Banovo brdo,Mira Popare,VPR,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---banovo-brdo-66438/5425646837413?kid=1
Širi centar - Banjica #66400,650,65,3,Beograd,Opština Voždovac,Banjica,,II,3,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---banjica-66400/5425646881958?kid=1
Novi Beograd - Belville #62158,950,60,2,Beograd,Opština Novi Beograd,Blok 67 (Belvil),Đorđa Stanojevića,VII,13,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---belville-62158/5425646742366?kid=1
Novi Beograd - Blok 61 #66203,650,48,2,Beograd,Opština Novi Beograd,Blok 61,Jurija Gagarina,XV,19,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---blok-61-66203/5425646742281?kid=1
Centar - Beograd na vodi BW #66189,2100,115,4,Beograd,Opština Savski venac,Beograd na vodi,Luke Ćelovića Trebinjca,X,17,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---beograd-na-vodi-bw-66189/5425646734385?kid=1
Centar - Savski venac #64283,690,64,2,Beograd,Opština Savski venac,Beograd na vodi,Savski Trg,III,6,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---savski-venac-64283/5425646613231?kid=1
Novi Beograd - Stari merkator #66594,500,33,1,Beograd,Opština Novi Beograd,Stari Merkator,Otona Župančića,VIII,10,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-beograd---stari-merkator-66594/5425646883500?kid=1
"Stan Miljakovac 3, useljiv od 1. Aprila",350,42,1.5,Beograd,Opština Rakovica,Miljakovac,Miljakovačke staze,II,3,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-miljakovac-3-useljiv-od-1-aprila/5425646884539?kid=1
Stan na odličnoj lokaciji ID#13542,650,55,2,Beograd,Opština Stari grad,Dorćol,Skender Begova,VPR,2,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-odlicnoj-lokaciji-id13542/5425646617458?kid=1
"Lion, 1.5, 380e",380,38,1.5,Beograd,Opština Zvezdara,Lion,,I,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lion-1-5-380e/5425646883512
Lion – Bul. kralja Aleksandra kompletno opremljen,599,60,2,Beograd,Opština Zvezdara,Lion,Bulevar kralja Aleksandra,V,9,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lion-bul-kralja-aleksandra-kompletno-opremlje/5425646147637?kid=1
Namešten stan kod Grand kafe sa parking mestom,400,50,2,Beograd,Opština Novi Beograd,Ledine,,VPR,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-stan-kod-grand-kafe-sa-parking-mesto/5425646531026?kid=1
Izdajem Stan 39 m2 Miljakovac 2,290,39,1,Beograd,Opština Rakovica,Miljakovac,Nikole Marakovića,I,4,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-39-m2-miljakovac-2/5425646885306?kid=1
"Vračar, Cara Nikolaja II, 55m2 ID#14389",700,55,2.5,Beograd,Opština Vračar,Čubura,Cara Nikolaja II,II,2,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-cara-nikolaja-ii-55m2-id14389/5425646883513?kid=1
"Ivankovačka, novija zgrada, 49m2, dvosoban, terasa",600,49,2,Beograd,Opština Palilula,Mašinski fakultet,Ivankovačka,II,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ivankovacka-novija-zgrada-49m2-dvosoban-teras/5425646480790?kid=1
"Kod ""Tri tiganja"" , Novogradnja 2.0 - 41 m2",350,41,2,Beograd,Opština Grocka,Kaluđerica,Bulevar revolucije,II,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kod-tri-tiganja-novogradnja-2-0---41-m2/5425646752593?kid=1
"Izuzetan stan, mereno 160m2 + dvorište ID#13862",3200,125,4,Beograd,Opština Vračar,Hram svetog Save,Mome Kapora,PR,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izuzetan-stan-mereno-160m2-dvoriste-id13862/5425646751502?kid=1
U samom centru izdaje se 2.0 stan,800,46,2,Beograd,Opština Stari grad,Terazije,,IV,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/u-samom-centru-izdaje-se-2-0-stan/5425646751499?kid=1
Izdaje se dupleks stan – YU BIZNIS Centar,800,75,2.5,Beograd,Opština Novi Beograd,YUBC,Bulevar Mihajla Pupina,VI,6,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-dupleks-stan-yu-biznis-centar/5425645635781?kid=1
Stan na lepoj lokaciji u blizini TC BIG Fashion,450,58,2,Beograd,Opština Palilula,Karaburma,Višnjička,II,6,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-lepoj-lokaciji-u-blizini-tc-big-fashi/5425646283457?kid=1
"Novi Dorćol, lux, novogradnja, garaža, ID 16945",1000,56,2,Beograd,Opština Stari grad,Gundulićev venac,Venizelosova,V,7,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-dorcol-lux-novogradnja-garaza-id-16945/5425643909043?kid=1
"Petosoban lux penthouse,garazna mesta",5700,220,5,Beograd,Opština Vračar,Južni bulevar,,,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/petosoban-lux-penthouse-garazna-mesta/5425646884523?kid=1
"Cetvorosoban stan sa garazom,novogradnja",2200,155,4,Beograd,Opština Vračar,Krunski venac,,III,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/cetvorosoban-stan-sa-garazom-novogradnja/5425646884815?kid=1
Izdavanje stana,370,43,1.5,Beograd,Opština Rakovica,Miljakovac,Bogdana Zerajica,III,5,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stana/5425636483813?kid=1
"Zvezdara, kod Gradske bolnice, manji dvoiosoban",400,45,2.5,Beograd,Opština Zvezdara,Gradska bolnica,Bana Ivaniša,PR,3,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara-kod-gradske-bolnice-manji-dvoiosoban/5425646853181?kid=1
"Odlična lokacija, 65m2, 2.0, namešten, useljiv",800,65,2,Beograd,Opština Vračar,Južni bulevar,Veljka Milićevića,III,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlicna-lokacija-65m2-2-0-namesten-useljiv/5425646884909?kid=1
"Lekino brdo, novogradnja, odličan, ID 21029",750,40,1.5,Beograd,Opština Voždovac,Lekino brdo,Miklošićeva,III,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lekino-brdo-novogradnja-odlican-id-21029/5425643665460?kid=1
"Vukov spomenik,2.0,potpuno renoviran ID#819073",800,40,2,Beograd,Opština Zvezdara,Vukov Spomenik,Milorada Šapčanina,I,6,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vukov-spomenik-2-0-potpuno-renoviran-id819073/5425646883495?kid=1
"Vračar, Južni bulevar, garsonjera",350,21,0.5,Beograd,Opština Vračar,Južni bulevar,Južni bulevar,VPR,,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-juzni-bulevar-garsonjera/5425646178094?kid=1
Kalenić-1.5 stan,550,34,1.5,Beograd,Opština Vračar,Kalenić pijaca,,I,3,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kalenic-1-5-stan/5425646488198?kid=1
"Lux jedosoban stan, sa garažnim mestom ID#7485",600,45,1.5,Beograd,Opština Vračar,Južni bulevar,Gospodara Vučića,VI,7,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-jedosoban-stan-sa-garaznim-mestom-id7485/5425646334552?kid=1
Izdavanje stana,500,73,3,Beograd,Opština Voždovac,Braće Jerković,Jovana Deretića,PR,5,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stana/5425646878742?kid=1
"Novogradnja, potpuno opremljen stan",1200,70,2,Beograd,Opština Novi Beograd,Novi Merkator,,III,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novogradnja-potpuno-opremljen-stan/5425646884905?kid=1
Izdaje se potpuno renovirana garsonjera - Banovo B,470,35,1,Beograd,Opština Čukarica,Banovo brdo,Dostojevskog,IV,5,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-potpuno-renovirana-garsonjera---ban/5425646884804?kid=1
"Izdajemo 1.5 stan na Voždovcu, Dragačevska, 31m2",650,31,1.5,Beograd,Opština Voždovac,Pašino brdo,Dragačevska,II,3,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajemo-1-5-stan-na-vozdovcu-dragacevska-31m/5425646884801?kid=1
"Vračar-Krunska, 50m2, pr, cg",1000,50,2,Beograd,Opština Vračar,Centar,Krunska,VPR,8,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-krunska-50m2-pr-cg/5425646751486?kid=1
Palilula – Primorska – Nova zgrada,900,54,3,Beograd,Opština Palilula,Hadžipopovac,Primorska,I,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/palilula-primorska-nova-zgrada/5425646884793?kid=1
Poslovni prostor – Primorska – Nova zgrada,750,47,2.5,Beograd,Opština Palilula,Hadžipopovac,Primorska,PR,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/poslovni-prostor-primorska-nova-zgrada/5425646884891?kid=1
"Stari grad, Trg Republike-Bulevar despota Stefana",3500,190,5,Beograd,Opština Stari grad,Trg Republike,Bulevar despota Stefana,IV,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-trg-republike-bulevar-despota-stef/5425644908239?kid=1
"Vračar, Crveni krst - Timočka",1100,103,3.5,Beograd,Opština Vračar,Crveni krst,Timočka,I,2,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-crveni-krst---timocka/5425645725714?kid=1
"Stari grad, Dorćol - Strahinjića Bana",1000,53,1,Beograd,Opština Stari grad,Dorćol,Strahinjića Bana,,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-dorcol---strahinjica-bana/5425644554342?kid=1
"Vračar, Čubura - Cara Nikolaja II",2700,100,3,Beograd,Opština Vračar,Čubura,Cara Nikolaja II,III,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-cubura---cara-nikolaja-ii/5425646144966?kid=1
"Blok 32, luksuzan stan sa 2 garaže",1800,91,3,Beograd,Opština Novi Beograd,Novi Merkator,Bulevar Zorana Djindjića,V,,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-32-luksuzan-stan-sa-2-garaze/5425636438699?kid=1
izdajem jednosoban stan prednost studetima,400,43,1,Beograd,Opština Voždovac,Braće Jerković,Brace Jerkovica,I,4,Owner,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-jednosoban-stan-prednost-studetima/5425642255759?kid=1
"Braće Jerković, Vojvode Vlahovića,34(t);5/5;2.0sob",350,34,2,Beograd,Opština Voždovac,Vojvode Vlahovića,Vojvode Vlahovića,V,5,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/brace-jerkovic-vojvode-vlahovica-34t552-0sob/5425646884594?kid=1
Komforan stan sa garažom kod Kalenić pijace,1200,85,3.5,Beograd,Opština Vračar,Kalenić pijaca,Baba Višnjina,IV,4,Agency,3/13/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/komforan-stan-sa-garazom-kod-kalenic-pijace/5425646881646?kid=1
"Trosoban, sa parking mestom",800,84,3,Beograd,Opština Zvezdara,Zvezdarska šuma,Nikole Doksata,III,3,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-sa-parking-mestom/5425646882489
"Lux 1.5 stan, Novi Beograd (Odlicna lokacija)",550,40,1.5,Beograd,Opština Novi Beograd,Blok 3,Pariske Komune,VI,8,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-1-5-stan-novi-beograd-odlicna-lokacija/5425646882875?kid=1
Širi centar - Dusanovac #66479,900,85,3,Beograd,Opština Voždovac,Dušanovac,Danijelova,IV,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---dusanovac-66479/5425646881955?kid=1
"Blok 44,Gandijeva,zaposlenoj samici ID#12467",300,30,1,Beograd,Opština Novi Beograd,Blok 44 (TC Piramida),Gandijeva,VI,7,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-44-gandijeva-zaposlenoj-samici-id12467/5425646881953?kid=1
Zvezdara kod SC Olimpa,650,50,2.5,Beograd,Opština Zvezdara,Zvezdara 3,Milana Rakića,I,5,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara-kod-sc-olimpa/5425646882484?kid=1
Namešten dvosoban stan na Banovom brdu,400,40,2,Beograd,Opština Čukarica,Banovo brdo,Kraljice Katarine,III,5,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-dvosoban-stan-na-banovom-brdu/5425646882774?kid=1
"Beograd, stan 60m2, opremljen",400,60,2,Beograd,Opština Voždovac,Jajinci,Milice Ribnikar,,,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/beograd-stan-60m2-opremljen/5425646881730?kid=1
"Zvezdara, Kluz, 28m2",300,28,1,Beograd,Opština Zvezdara,Kluz,Kninska,PR,,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara-kluz-28m2/5425646881619
Namesten odmah useljiv stan- Konjarnik,320,48,1.5,Beograd,Opština Zvezdara,Konjarnik,Deset Avijatičara,PR,4,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-odmah-useljiv-stan--konjarnik/5425635886437?kid=1
Izdajem nov namešten 2.0 stan na Ledinama,500,46,2,Beograd,Opština Novi Beograd,Ledine,Vojvođanska,III,4,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-nov-namesten-2-0-stan-na-ledinama/5425642938521?kid=1
"Komforan i svetao porodican stan, trosoban, 50 m²",450,50,3,Beograd,Opština Palilula,Karaburma,Maljenska,III,,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/komforan-i-svetao-porodican-stan-trosoban-50/5425646882570?kid=1
Luksuzan Penthaus ID#129251,4000,213,5,Beograd,Opština Novi Beograd,Blok 32 (Crkva svetog Dimitrija),Bulevar Zorana Đinđića,VII,7,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/luksuzan-penthaus-id129251/5425646333040?kid=1
Ledine-Novogradnja-Lux ID#43254,500,45,2,Beograd,Opština Novi Beograd,Ledine,Valtrovićeva,I,,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ledine-novogradnja-lux-id43254/5425646881935?kid=1
Novogradnja-Lux ID#43255,1000,75,3,Beograd,Opština Novi Beograd,Stara Bežanija,Pere Segedinca,II,,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novogradnja-lux-id43255/5425646881934?kid=1
"Odličan, Galenika, 1.5, 450e",450,35,1.5,Beograd,Opština Zemun,Galenika,,II,3,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-galenika-1-5-450e/5425646881925?kid=1
"Moderan, kompletno namešten stan u novoj zgradi",1000,61,2.5,Beograd,Opština Vračar,Gospodara Vučića,Gospodara Vučića,IV,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/moderan-kompletno-namesten-stan-u-novoj-zgrad/5425646333229?kid=1
"Vojvode Stepe, 43m2, VI, cg",500,43,2,Beograd,Opština Voždovac,Voždovačka crkva,Vojvode Stepe,VI,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vojvode-stepe-43m2-vi-cg/5425646749644?kid=1
"Luks, Bulevar Despota Stefana, 4.0",1200,115,4,Beograd,Opština Palilula,Bulevar despota Stefana,,XV,17,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/luks-bulevar-despota-stefana-4-0/5425646881927?kid=1
"Cvijićeva, stan ili poslovni prostor, 2.5",600,60,2.5,Beograd,Opština Palilula,Cvijićeva,,III,5,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/cvijiceva-stan-ili-poslovni-prostor-2-5/5425646881926?kid=1
"Lep, komforan stan ID#13858",400,42,1.5,Beograd,Opština Zvezdara,Mali Mokri Lug,Bulevar Kralja Aleksandra,I,5,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lep-komforan-stan-id13858/5425646749639?kid=1
Širi centar - Konjarnik #66590,400,35,2,Beograd,Opština Zvezdara,Konjarnik,Mihaila Todorovića,I,3,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/siri-centar---konjarnik-66590/5425646881931?kid=1
Centar - Djeram #66591,600,50,2,Beograd,Opština Zvezdara,Đeram pijaca,Marka Oreskovica,III,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar---djeram-66591/5425646881930?kid=1
Izdajem namešten stan kod Aviv parka na Zvezdari,500,66,2.5,Beograd,Opština Zvezdara,Konjarnik,Rudo,VPR,,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-namesten-stan-kod-aviv-parka-na-zvezd/5425642917723?kid=1
"BW Iris, za stambeni ili PP, uskoro useljiv ID#123",1000,32,0.5,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,VIII,,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-iris-za-stambeni-ili-pp-uskoro-useljiv-id1/5425646881924?kid=1
"2.5 stan, prazan, kod  toplane",360,65,2.5,Beograd,Opština Voždovac,Medaković 2,Rastka Petrovića,V,6,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-5-stan-prazan-kod-toplane/5425644321290?kid=1
"Terazije, 107m2, I, eg",1400,107,4,Beograd,Opština Stari grad,Terazije,Sremska-Stari grad,,,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/terazije-107m2-i-eg/5425646486166?kid=1
"Voždovac, Jajinci,sprat u kući 100m2,namešten",380,100,3,Beograd,Opština Voždovac,Jajinci,Bulevar JNA,I,3,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vozdovac-jajinci-sprat-u-kuci-100m2-namesten/5425642341157?kid=1
Izdaje se odličan stan u Bloku 70,600,70,2,Beograd,Opština Novi Beograd,Blok 70 (kineski tržni centar),Gandijeva,I,20,Owner,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-odlican-stan-u-bloku-70/5425646346769?kid=1
"Vojvode Stepe, 52m2",600,52,1.5,Beograd,Opština Voždovac,Vojvode Stepe,Vojvode Stepe,I,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vojvode-stepe-52m2/5425646749632?kid=1
"Dedinje, lep open space apartman, parking",650,45,1,Beograd,Opština Savski venac,Dedinje,Neznanog junaka,III,3,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dedinje-lep-open-space-apartman-parking/5425646882169?kid=1
Najlepša lokacija na Vračaru ID#13857,1650,113,3,Beograd,Opština Vračar,Slavija,Prote Mateje,III,6,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/najlepsa-lokacija-na-vracaru-id13857/5425646749631?kid=1
"4,0 Savski venac ,Dedinje ,rezidencijalna zona ,bl",1500,210,4,Beograd,Opština Savski venac,Dedinje,,VPR,3,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/4-0-savski-venac-dedinje-rezidencijalna-zona/5425646122471?kid=1
"6,0  Dedinje , Beli Dvor , odlican stan u vili , d",2500,340,5,Beograd,Opština Savski venac,Dedinje,Diane Budisavljević,I,2,Agency,3/12/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/6-0-dedinje-beli-dvor-odlican-stan-u-vili-d/5425646486152?kid=1
